propertName,rating,society,price,pricePerSqft,area,areaWithType,bedRooms,bathRooms,additionalRooms,address,floorNum,facing,agePossesion,nearbyLocation,description,furnishDetails,features
"3 BHK Flatin Sector 90, Gurgaon",4.0,  dlf new town heights 1,1.9,9844.56,1930.0,1550.0,3,3,"pooja room,study room,servant room,others","DLF New Town Heights 1 Sector 90, Gurgaon",10,east,1 to 5 Year Old,"['Manish Gallexie 91', 'NH-8 IMT Manesar', 'RHM Public School', 'Silver Streak Multi Speciality Hospital', 'Airport', 'Holiday Inn Gurugram']","Call me 839892one678....
This lovely 3 bhk apartment/flat in sector 90 gurgaon is available for sale in one of gurgaon's most popular projects, dlf new town heights 1. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 3 balconies. All in all, the flat is spread over a super built up...","['3 Wardrobe', '1 Water Purifier', '6 Fan', '1 Exhaust Fan', '3 Geyser', '10 Light', '1 Chimney', '1 Curtains', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine']","['Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"3 BHK Flatin Sector 84, Gurgaon",3.5,  ss the coralwood,1.9,10052.91,1890.0,,3,3,pooja room,"SS The Coralwood Sector 84, Gurgaon",5,north-east,1 to 5 Year Old,"['Sapphire 83 Mall', 'Sector 84 Road', 'Dwarka Expy', 'Delhi Public School, Sector 84', 'DPG Degree College', 'Aarvy Hospital', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction', 'Skyview Corporate Park', 'Hyatt Regency Gurgaon', 'AapnoGhar', 'Manesar Golf Course', 'Nakhrola Stadium']","Call 8130-358367 located in the popular residential address of sector 84 gurgaon, ss the coralwood is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. The flat occupies a super built up area of 1890 sq.Ft. That consists o...","['3 Wardrobe', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']"
"4 BHK Flatin Sector 110 A, Gurgaon",4.0,  mahdra aura,3.2,,,2000.0,4,4,servant room,"Mahindra Aura Sector 110 A, Gurgaon",19,north-west,5 to 10 Year Old,"['Global Foyer Mall,  Palam Vihar', 'Dwarka Expy, Block D, New Palam Vihar', 'Red Roses Public School', 'The NorthCap University', 'Park Hospital, Palam Vihar', 'Indira Gandhi Intl Airport']","4+1 bhk unit semi furnish, modeler kitchen, almihra, geyser, etc","['5 Fan', '1 Exhaust Fan', '11 Light', '1 Chimney', '1 Modular Kitchen', '1 Curtains', 'No AC', 'No Bed', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center']"
"4 BHK Flatin Sector 112, Gurgaon",4.0,  experion wdchants,7.45,15367.16,4848.0,3655.35,4,6,servant room,"Experion Windchants Sector 112, Gurgaon",10,north-east,1 to 5 Year Old,"['Ansal Plaza', 'Dwaraka Expressway', 'First Step Play School', 'Sri Ma Montessori International', 'Jai Sai Ram Hospital', 'Park Hospital', 'IGI Airport', 'Gurgaon Railway Station']","This 4 bhk flat is located in experion windchants, which houses some of the most spacious flats in sector 112 gurgaon. The flat is north-East-Facing. The floor plan additionally contains 4 bedroom(s), 6 bathrooms and more than 3 balconies. All in all, the flat is spread over a super built up area of...","['5 Wardrobe', '6 Fan', '1 Exhaust Fan', '5 Geyser', '1 Stove', '18 Light', '1 Modular Kitchen', '6 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"4 BHK Flatin Sector 42, Gurgaon",4.4,  dlf the magnolias,42.0,66141.73,6350.0,6349.0,4,5,"pooja room,study room,servant room,others","DLF The Magnolias Sector 42, Gurgaon",16,east,5 to 10 Year Old,"['Huda City Centre Metro Station', 'Sector 53 Metro Station', 'Ambience Public School', 'Heritage Intl Xperiential School', 'Summer Fields School', 'ICICI Bank ATM', 'Primamed Super Speciality Hospital', 'Uma Sanjeevani Health Centre', 'Apollo Pharmacy', 'Rx Pharmacy', 'Sector 42/43 Bus Stand', 'Genpact Chowk Bus Stop', 'Anya Gurgaon', 'Hotel Golf View Suites', 'Bharat Petroleum Retail Outlet']","A 4 bedroom flat, located in sector-42 gurgaon, gurgaon, is available. It is an semi-Furnished flat located in . Situated in a prominent locality. The flat is on 16th floor of the building. Aesthetically designed, this property has 5 bathroom(s). The property also has more than 3 balcony(s) and pooj...","['1 Water Purifier', '10 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '5 Geyser', '1 Stove', '50 Light', '13 AC', '1 TV', '1 Modular Kitchen', '1 Chimney', '25 Curtains', '6 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave', 'No Bed']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"3 BHK Flatin Sector 82, Gurgaon",3.8,  vatika the seven lamps,2.36,10925.93,2160.0,1750.0,3,3,"study room,servant room","Vatika The Seven Lamps Sector 82, Gurgaon",10,north-east,1 to 5 Year Old,"['SS Omnia Mall', 'Golf Course Ext Rd', 'Knowledge Tree World School', 'DPG Institute of Technology', 'Arc Multi Speciality Hospital', 'Indira Gandhi International Airport', 'IMT Manesar', 'Hyatt Regency Gurgaon', 'SkyJumper Trampoline Park', 'Nakhrola Stadium']","Brokers excuse looking for a 3 bhk property for sale in gurgaon? Buy this 3 bhk flat in vatika the seven lamps that is situated in sector 82 gurgaon. Constructed on a super built up area of 2160 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 2 balconies. This flat is situated on the 10th f...","['3 Wardrobe', '6 Fan', '1 Exhaust Fan', '3 Geyser', '10 Light', '1 Chimney', '1 Curtains', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'Recently Renovated', 'Bank Attached Property', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']"
"3 BHK Flatin Sector 92, Gurgaon",,  sare homes,1.45,,,1776.0,3,4,servant room,"Sare Homes Sector 92, Gurgaon",15,east,5 to 10 Year Old,"['Yadav Clinic', 'Bangali Clinic', 'Dr. J. S. Sarkar Clinic', 'Sagar Clinic', 'Vijay Petrol Pump', 'HP Petrol Pump']",Very premium and nice flat in a very good and specious society.,"['2 Wardrobe', '6 Fan', '1 Exhaust Fan', '2 Geyser', '14 Light', '1 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']"
"3 BHK Flatin Sector 81, Gurgaon",4.0,  bestech park view grand spa,3.65,13721.8,2660.0,2123.0,3,4,servant room,"Bestech Park View Grand Spa Sector 81, Gurgaon",9,east,1 to 5 Year Old,"['Sapphire 83 Mall', 'NH-8, IMT Manesar', 'Dwarka Expressway', ""St. Xavier's High School"", 'Spectra Hospital', 'Indira Gandhi International Airport', 'IMT Manesar', 'Hyatt Regency Gurgaon', 'SkyJumper Trampoline Park', 'National Tennis Academy']","Looking for a 3 bhk property for sale in gurgaon? Buy this 3 bhk flat in bestech park view grand spa that is situated in sector 81 gurgaon. The flat is east-Facing. The floor plan additionally contains 3 bedroom(s), 4 bathrooms and more than 3 balconies. All in all, the flat is spread over a super b...","['1 Water Purifier', '6 Fan', '1 Exhaust Fan', '5 Geyser', '1 Stove', '17 Light', '1 Modular Kitchen', '6 AC', '1 Chimney', '1 Curtains', '4 Wardrobe', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Airy Rooms', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']"
"4 BHK Flatin Sector 81, Gurgaon",4.0,  bestech park view grand spa,5.4,12857.14,4200.0,3800.0,4,6,servant room,"Bestech Park View Grand Spa Sector 81, Gurgaon",25,east,1 to 5 Year Old,"['Sapphire 83 Mall', 'NH-8, IMT Manesar', 'Dwarka Expressway', ""St. Xavier's High School"", 'Spectra Hospital', 'Indira Gandhi International Airport', 'IMT Manesar', 'Hyatt Regency Gurgaon', 'SkyJumper Trampoline Park', 'National Tennis Academy']",Bestech park view grand spa is one of the most popular destination for buying apartments/ flats in sector 81 gurgaon. You too can be a part of this society by purchasing this 4 bhk flat here. The flat is facing the east direction. The flat occupies a super built up area of 4200 sq.Ft. That consists ...,"['4 Wardrobe', '8 Fan', '1 Exhaust Fan', '5 Geyser', '25 Light', '6 AC', '1 Chimney', '1 Curtains', '1 Modular Kitchen', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Intercom Facility', 'Lift(s)', 'Centrally Air Conditioned', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']"
"3 BHK Flatin Sector 59, Gurgaon",,  conscient elevate,6.3,24277.46,2595.0,1432.0,3,3,servant room,"Conscient Elevate Sector 59, Gurgaon",23,north-east,1 to 5 Year Old,"['Rapid Metro Station Sector 55', 'Paras Trinity Mall Sector 63', 'Badshahpur Sohna Rd Highway', 'Mehrauli-Gurgaon Road', 'DPS International School Sector 50', 'Gurugram University Sector 51', 'W Pratiksha Hospital Sector 56', 'Indira Gandhi International Airport', 'Gurugram Railway Station', 'International Tech Park Gurgaon', 'Grand Hyatt Gurgaon', 'Mannat Park', 'ZEN Golf Range & Academy', 'Tau DeviLal Sports Complex']","Conscient hines elevate confirmed unit available for sale on very urgent basis area 2595 sqft. 3bhk+servant room. This unit available on middle floor and park facing unit. Excellent wooden work, modular kitchen, light, fan, geyser and air condition. There are all modern facility available in this ap...","['1 Water Purifier', '10 Fan', '1 Exhaust Fan', '3 Geyser', '1 Stove', '20 Light', '5 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '5 Wardrobe', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"4 BHK Flatin Sector 91, Gurgaon",4.0,  tarc maceo,2.95,10829.66,2724.0,2150.0,4,4,servant room,"TARC Maceo Sector 91, Gurgaon",7,east,5 to 10 Year Old,"['Manish Gallexie 91', 'Dwarka Expressway', 'Rao Bharat Singh International School', 'Dronacharya College of Engineering', 'Silver Streak Multi Speciality Hospital', 'Indira Gandhi International Airport', 'IMT Manesar', 'Holiday Inn Sector 90', 'Manesar Golf Course', 'National Tennis Academy']","This 4 bhk flat is located in tarc maceo, which houses some of the most spacious flats in sector 91 gurgaon. This residential flat is east-Facing direction. Containing 4 bedroom(s), 4 bathrooms and 3 balconies, this flat is spread over a super built up area of 2724 sq.Ft. This flat is situated on th...","['4 Wardrobe', '1 Water Purifier', '7 Fan', '1 Exhaust Fan', '5 Geyser', '1 Stove', '26 Light', '1 Chimney', '1 Modular Kitchen', '6 AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine']","['Security / Fire Alarm', 'Power Back-up', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Airy Rooms', 'Internet/wi-fi connectivity', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']"
"3 BHK Flatin Sector 111, Gurgaon",,  tashee capital gateway,2.3,11224.99,2049.0,,3,3,not available,"Tashee Capital Gateway Sector 111, Gurgaon",14,east,0 to 1 Year Old,"['Global Foyer Mall', 'Dwarka Expy, Sai Kunj, Block A', 'Royal Oak International School', 'The NorthCap University', 'Euro International School, Sector- 109', 'Park Hospital, Palam Vihar', 'Indira Gandhi Intl Airport']","Tashee capital gateway is one of the most popular destination for buying apartments/ flats in sector 111 gurgaon. You too can be a part of this society by purchasing this 3 bhk flat here. The flat occupies a super built up area of 2049 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 3 balconies....","['4 Fan', '6 Light', '4 AC', '1 Chimney', '1 Modular Kitchen', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"3 BHK Flatin Sector 85, Gurgaon",4.1,  ss the leaf,2.72,11295.68,2408.0,,3,4,servant room,"SS The Leaf Sector 85, Gurgaon",4,east,1 to 5 Year Old,"['Sapphire 83 Mall', 'Dwarka Expressway', 'Central Peripheral Road', 'NH 08', 'Pataudi Road', 'Delhi Public School Sector 84', 'DPG Institute of Technology', 'Genesis Hospital Sector 84', 'Indira Gandhi International Airport', 'Imt Manesar', 'Holiday Inn Hotel Sector 90', 'SkyJumper Trampoline Park', 'Nakhrola Stadium Sector 81A']","Ss the leaf in sector 85, gurgaon is a ready-To-Move housing society. It offers apartments in varied budget range. These units are a perfect combination of comfort and style, specifically designed to suit your requirements and conveniences. There are 2bhk, k and 4bhk apartments available in this pro...","['1 Wardrobe', '7 Fan', '1 Exhaust Fan', '1 Geyser', '7 Light', '1 Curtains', '1 Chimney', '4 AC', '1 Modular Kitchen', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']"
"3 BHK Flatin Sector 33, Gurgaon",3.6,  unitech the residences,2.3,,,1545.0,3,3,study room,"Unitech The Residences Sector 33, Gurgaon",8,north-east,5 to 10 Year Old,"['Huda Metro Station', 'Raheja Mall', 'Delhi Gurgaon Expressway', 'Yaduvanshi Shiksha Niketan', 'Sushant University', 'Medanta The Medicity', 'Indira Gandhi International Airport', 'Sohna Road', 'Orchid Business Park', 'The Westin Gurgaon', 'Appu Ghar', 'Tau DeviLal Sports Complex', 'SkyJumper Trampoline Park']","Looking for a 3 bhk property for sale in gurgaon? Buy this 3 bhk flat in unitech the residences that is situated in sector 33 gurgaon. The flat is north-East-Facing. Constructed on a carpet area of 1545 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 3 balconies. The residential building ha...","['3 Wardrobe', '6 Fan', '1 Exhaust Fan', '4 Geyser', '20 Light', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No AC', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Shopping Centre', 'Club house / Community Center']"
"3 BHK Flatin Sector 65, Gurgaon",4.3,  m3m golfestate,7.05,23665.66,2979.0,2975.0,3,3,"study room,servant room","M3M Golfestate Sector 65, Gurgaon",25,north,1 to 5 Year Old,"['Sector 54 Chowk Metro Station', 'Sahara Mall', 'NH 248A', 'Shiksha Bharti Public School', 'Gurugram University', 'Park Hospital', 'Indira Gandhi International Airport', 'Garhi Harsaru Junction', 'Holiday Inn Express Gurugram']","Distress seller, below from market rate, deal can be close with in 3 days.3bhk 3000sqft golf facing apartment in m3m fairway west available for urgent sale m3m fairway west, m3m golf estate, sector 65, gurgaonUrgent sale | distress deal | below market price
3bhk | 3000 sqft | golf facing apartme...","['1 Water Purifier', '3 Fan', '1 Fridge', '1 Exhaust Fan', '3 Geyser', '1 Stove', '3 Light', '1 Modular Kitchen', '1 Chimney', '3 AC', '3 Wardrobe', '1 Microwave', 'No Bed', 'No Curtains', 'No Dining Table', 'No Sofa', 'No TV', 'No Washing Machine']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"4 BHK Flatin Sector 67, Gurgaon",3.8,  bestech park view spa next,4.25,15828.68,2685.0,2635.0,4,5,servant room,"Bestech Park View Spa Next Sector 67, Gurgaon",10,north-west,5 to 10 Year Old,"['Omaxe City Centre Mall', 'Golf Course Extension Road', ""St. Xavier's School"", 'KIIT College of Engineering', 'Ektaa Hospital', 'Indira Gandhi International Airport', 'Surajgarh Gurgaon', 'Duke Horse Riding Club', 'Radisson Hotel Gurugram', 'SkyJumper Trampoline Park', 'HUDA Mini Golf Course', 'PVR Drive In Theater']","Bestech park view spa next is one of gurgaon's most sought after destination for apartments and this 4 bhk flat in sector 67 gurgaon is your opportunity to be a part of this community. The flat is north-Facing. The flat occupies a super built up area of 2685 sq.Ft. That consists of 4 bedrooms, 5 bat...","['1 Fan', '1 Exhaust Fan', '1 Geyser', '1 Light', '1 Chimney', '1 Modular Kitchen', '1 AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"4 BHK Flatin Sector 65, Gurgaon",4.3,  m3m golfestate,8.6,24501.42,3510.0,3505.0,4,4,"study room,pooja room,store room,servant room","M3M Golfestate Sector 65, Gurgaon",21,north,1 to 5 Year Old,"['Sector 54 Chowk Metro Station', 'Sahara Mall', 'NH 248A', 'Shiksha Bharti Public School', 'Gurugram University', 'Park Hospital', 'Indira Gandhi International Airport', 'Garhi Harsaru Junction', 'Holiday Inn Express Gurugram']","Distress seller, below from market rate, deal can be close with in 3 days.Designers apartments tastefully interior works done up 3510sqft 3bhk + study room very beautiful apartment available for urgent sale in m3m fairway west, m3m golf estate, sector 65, gurgaonUrgent sale | distress deal | bel...","['1 Water Purifier', '3 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '4 Geyser', '1 Stove', '3 Light', '3 AC', '1 Modular Kitchen', '1 Chimney', '4 Wardrobe', '1 Microwave', 'No Bed', 'No Curtains', 'No Sofa', 'No TV', 'No Washing Machine']","['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"4 BHK Flatin Sector 65, Gurgaon",,  m3m st andrews,16.0,25137.47,6365.0,6360.0,4,6,"pooja room,servant room,study room,store room","M3M St Andrews Sector 65, Gurgaon",29,north,1 to 5 Year Old,"['Sohna Road', 'Pragyanam School', 'Mittal Hospital', 'Sparsh Hospital', 'Ivory Block Park', 'The Country Touch Resort', 'De Adventure Park', 'Badshahpur Fort']","Higher floor brand new unused 6350sq-Ft. 4bhk + den + puja ultra luxury apartment available for sale in m3m st, aandrews sector 65, gurgaonUltra-Luxury 4bhk + den + puja room in m3m st. Andrews, sector 65, gurgaonA rare opportunity to own a brand-New, unused 4bhk + den + puja room ultra-Luxuriou...","['1 Water Purifier', '4 Fan', '1 Fridge', '1 Exhaust Fan', '4 Geyser', '1 Stove', '5 Light', '1 Curtains', '1 Modular Kitchen', '3 AC', '1 Chimney', '4 Wardrobe', '1 Microwave', 'No Bed', 'No Dining Table', 'No Sofa', 'No TV', 'No Washing Machine']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
