propertName,rating,society,price,pricePerSqft,area,areaWithType,bedRooms,bathRooms,additionalRooms,address,floorNum,facing,agePossesion,nearbyLocation,description,furnishDetails,features
"3 BHK Flatin Sector 72A, Gurgaon",4.0,  tata primanti,4.35,19908.47,2185.0,1313.79,3,4,servant room,"Tata Primanti Sector 72A, Gurgaon",19,east,1 to 5 Year Old,"['Sector 55-56 Metro Station', 'Omaxe City Centre', 'Badshahpur Sohna Rd Highway', 'Pallavan PreSchool, Sohna Road', 'RBSM Public school', 'Polaris Hospital', 'Indira Gandhi International Airport', 'Gurgaon Old Railway Road', 'Spaze Itech Park', 'Radisson Hotel Gurugram Sohna Road']","This 3 bhk flat is located in tata primanti, which houses some of the most spacious flats in sector 72a gurgaon. This property faces the east direction. The flat occupies a super built up area of 2185 sq.Ft. That consists of 3 bedrooms, 4 bathrooms and more than 3 balconies. The property is located ...","['6 Wardrobe', '8 Fan', '1 Exhaust Fan', '9 Geyser', '1 Stove', '15 Light', '1 Curtains', '1 Modular Kitchen', '1 Chimney', '8 AC', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"3 BHK Flatin Sector 99A, Gurgaon",,  pareena coban residences,2.1,10515.77,1997.0,1220.0,3,5,servant room,"Pareena Coban Residences Sector 99A, Gurgaon",12,north-west,0 to 1 Year Old,"['Dwarka Expressway', 'MDS Public School', 'SGT University', 'The Care Hospital', 'Indira Gandhi International Airport', 'Basai Dhankot', 'SK Residency', 'Rangmanch Farms', 'Daultabad stadium']","Pareena coban residences is one of the most popular destination for buying apartments/ flats in sector 99a gurgaon. You too can be a part of this society by purchasing this 3 bhk flat here. The flat is facing the north-West direction. Constructed on a super built up area of 1997 sq.Ft., the flat com...","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",
"4 BHK Flatin Sector 99, Gurgaon",4.1,  pareena express heights,2.37,10021.14,2365.0,,4,4,servant room,"Pareena Express Heights Sector 99, Gurgaon",3,north-east,0 to 1 Year Old,"['Ocus Medley', 'Dwarka Expy, Sector 88', 'Euro Intl School, Sector 37D, Gurugram', 'Basant Valley School', 'SGT University', 'Vibrant Hospital', 'Indira Gandhi Intl Airport', 'Haier appliances India Pvt LTD']","Looking for a 4 bhk property for sale in gurgaon? Buy this 4 bhk flat in pareena express heights that is situated in sector 99 gurgaon. This is a north-East-Facing property. The flat is over 2365 sq.Ft. Super built up area and comes with 4 bedroom(s), 4 bathrooms and more than 3 balconies. This flat...","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",
"1 BHK Flatin Sohna, Gurgaon",,  central park flower valley the room,1.4,15233.95,919.0,435.0,1,1,not available,"Central Park Flower Valley The Room Sohna, Gurgaon",8,east,0 to 1 Year Old,"['Huda Metro Station', 'Raheja Mall', 'Central Park II Road', 'Badshahpur Sohna Rd Hwy', 'Gurugram University', 'CD International School', 'Park Hospital', 'Indira Gandhi Intl Airport']","This lovely 1 bhk apartment/flat in sohna is available for sale in one of gurgaon's most popular projects, central park flower valley the room. The flat is east-Facing. The flat occupies a super built up area of 919 sq.Ft. That consists of 1 bedroom, 1 bathroom and 1 balcony. This flat lies on the 8...","['1 Fridge', '2 Fan', '1 Exhaust Fan', '1 Microwave', '8 Light', '2 AC', '1 TV', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Sofa', 'No Stove', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Bank Attached Property', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center', 'Water softening plant']"
"2 BHK Flatin Nirvana Country, Gurgaon",3.9,  unitech escape,2.55,16451.61,1550.0,1350.0,2,2,study room,"Unitech Escape Nirvana Country, Gurgaon",6,north-east,10+ Year Old,"['Sector 55-56 Metro Station', 'Airia Mall', 'Sohna Road', 'Faridabad Gurgaon Road', 'St Xavier High School', 'Gurugram University', 'Park Hospital', 'IGI Airport', 'M3M IFC', 'Radisson Hotel Gurugram', 'SkyJumper Trampoline Park']","Check out this 2 bhk apartment for sale in unitech escape, a popular residential project that houses in-Demand flats in nirvana country, gurgaon. This is a north-East-Facing property. Constructed on a super built up area of 1550 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 2 balconies. T...","['2 Wardrobe', '4 Fan', '2 Geyser', '1 Stove', '1 Microwave', '10 Light', '3 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"4 BHK Flatin Sector 49, Gurgaon",3.8,  awho sispal vihar,2.89,14335.32,2016.0,,4,3,pooja room,"AWHO Sispal Vihar Sector 49, Gurgaon",2,east,5 to 10 Year Old,"['Millennium City Centre', 'Ninex City Mart', 'NH248A', 'ODM International School', 'Gurugram University', 'Park Hospital', 'Airport Terminal One Power Plant', 'Basai Dhankot', 'Regus', 'DoubleTree by Hilton Gurugram Baani Sq', 'DLF Golf and Country Club', 'Tau Devi Lal Athletic Stadium']","Awho sispal vihar is one of gurgaon's most sought after destination for apartments and this 4 bhk flat in sector 49 gurgaon is your opportunity to be a part of this community. This property faces the east direction. The flat occupies a super built up area of 2016 sq.Ft. That consists of 4 bedrooms, ...","['4 Wardrobe', '8 Fan', '1 Exhaust Fan', '27 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Piped-gas', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']"
"4 BHK Flatin Sector 81, Gurgaon",4.2,  dlf the ultima,4.95,18198.53,2720.0,,4,4,"servant room,study room","DLF The Ultima Sector 81, Gurgaon",15,north,1 to 5 Year Old,"['Huda Metro Station (Gurugram)', 'Vatika Town Square-INXT', 'Manesar Road', 'NH 48', 'Euro International School, Sec 84', 'SGT University', 'Miracles Apollo Cradle Hospital', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction']","This 4 bhk flat is located in dlf the ultima, which houses some of the most spacious flats in sector 81 gurgaon. The flat is facing the east direction. Constructed on a super built up area of 2872 sq.Ft., the flat comprises 4 bedroom(s), 4 bathrooms and more than 3 balconies. The flat has a total of...","['8 Wardrobe', '8 Fan', '4 Geyser', '1 Washing Machine', '1 Microwave', '10 Light', '4 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Water Purifier']","['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']"
"3 BHK Flatin Sector-33 Sohna, Gurgaon",,  godrej nature plus serenity,1.75,,,1671.0,3,3,not available,"Godrej Nature Plus Serenity Sector-33 Sohna, Gurgaon",16,north-east,0 to 1 Year Old,"['Shopping complex', 'Sohna Road', 'GD Goenka World School', 'KR Mangalam University', 'Central Park Flower Valley', 'Smart View Hotel and Resort']","This lovely 3 bhk apartment/flat in sector-33 sohna is available for sale in one of gurgaon's most popular projects, godrej nature plus serenity. This is a north-East-Facing property. Constructed on a carpet area of 1671 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and more than 3 balconies....","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",
"3 BHK Flatin Sector 67, Gurgaon",4.0,  ireo victory valley,5.3,20784.31,2550.0,,3,3,"servant room,pooja room,study room","Ireo Victory Valley Sector 67, Gurgaon",5,east,1 to 5 Year Old,"['AIPL Joy Street Mall', 'Golf Course Extension Road', 'Alpine Convent School', 'DPG Institute of Technology', 'CK Birla Hospital', 'Indira Gandhi International Airport', 'iON Digital Zone (Gurugram)', 'Radisson Hotel Sohna Road', 'SkyJumper Trampoline Park', 'HUDA Mini Golf Course', 'PVR Drive in Theatre']","Ireo victory valley is one of the most popular destination for buying apartments/ flats in sector 67 gurgaon. You too can be a part of this society by purchasing this 3 bhk flat here. This property faces the east direction. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 2 balconi...","['7 Wardrobe', '7 Fan', '1 Exhaust Fan', '6 Geyser', '36 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"3 BHK Flatin Sector 37D, Gurgaon",3.5,  ramprastha primera,1.65,9166.67,1800.0,,3,3,not available,"Ramprastha Primera Sector 37D, Gurgaon",9,north,1 to 5 Year Old,"['JMS Marine Square Mall', 'HUDA Market', 'Dwarka Expressway', 'Delhi Jaipur Expressway', 'Blue Bells Public School', 'SGT University', 'Medanta The Medicity', 'Indira Gandhi International Airport', 'infinity Business Park', 'Holiday Inn Gurugram Sector 90']","Ramprastha primera is one of gurgaon's most sought after destination for apartments and this 3 bhk flat in sector 37d gurgaon is your opportunity to be a part of this community. This property faces the north-East direction. Constructed on a super built up area of 1800 sq.Ft., the flat comprises 3 be...","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",
"4 BHK Flatin Sector 86, Gurgaon",3.8,  microtek greenburg,4.55,14869.28,3060.0,,4,5,servant room,"Microtek Greenburg Sector 86, Gurgaon",6,west,1 to 5 Year Old,"['SS Omnia Mall', 'National Highway 8', 'Dwarka Expressway', 'Sidheshwar School', 'Dronacharya College of Engineering', 'Arc Multi Specialty Hospital', 'Indira Gandhi International Airport', 'IMT Manesar', 'Heritage Village Resort & Spa', 'National Tennis Academy']","This lovely 4 bhk apartment/flat in sector 86 gurgaon is available for sale in one of gurgaon's most popular projects, microtek greenburg. This property faces the north-East direction. The floor plan additionally contains 4 bedroom(s), 5 bathrooms and more than 3 balconies. All in all, the flat is s...","['4 Wardrobe', '7 Fan', '1 Exhaust Fan', '15 Light', '6 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"3 BHK Flatin Sector 86, Gurgaon",3.8,  microtek greenburg,3.45,15098.47,2285.0,,3,4,servant room,"Microtek Greenburg Sector 86, Gurgaon",3,west,1 to 5 Year Old,"['SS Omnia Mall', 'National Highway 8', 'Dwarka Expressway', 'Sidheshwar School', 'Dronacharya College of Engineering', 'Arc Multi Specialty Hospital', 'Indira Gandhi International Airport', 'IMT Manesar', 'Heritage Village Resort & Spa', 'National Tennis Academy']","Situated in sector 86 gurgaon, microtek greenburg is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in gurgaon is your opportunity to be a part of this community. Containing 3 bedroom(s), 4 bathrooms and more than 3 balconies, this flat is spread ov...","['5 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"3 BHK Flatin Sector 67, Gurgaon",4.0,  ireo victory valley,4.5,18891.69,2382.0,2182.0,3,3,"others,servant room","Ireo Victory Valley Sector 67, Gurgaon",36,north,5 to 10 Year Old,"['AIPL Joy Street Mall', 'Golf Course Extension Road', 'Alpine Convent School', 'DPG Institute of Technology', 'CK Birla Hospital', 'Indira Gandhi International Airport', 'iON Digital Zone (Gurugram)', 'Radisson Hotel Sohna Road', 'SkyJumper Trampoline Park', 'HUDA Mini Golf Course', 'PVR Drive in Theatre']",Ireo victory valley is one of the most popular destination for buying apartments/ flats in sector 67 gurgaon. You too can be a part of this society by purchasing this 3 bhk flat here. This property faces the north direction. The flat is over 2382 sq.Ft. Super built up area and comes with 3 bedroom(s...,"['7 Fan', '1 Exhaust Fan', '5 Geyser', '4 Light', '4 AC', '1 Modular Kitchen', '1 Curtains', 'No Bed', 'No Chimney', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"3 BHK Flatin Sector 93, Gurgaon",3.8,  spaze privvy the address,1.65,9141.27,1805.0,1354.0,3,4,not available,"Spaze Privvy The Address Sector 93, Gurgaon",8,east,5 to 10 Year Old,"['Sapphire 83 Mall', 'Hayatpur Road', 'Dwarka Expy', 'Pranavananda International School', 'Royal Institute Of Science & MGMT', 'Aarvy Hospital', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction', 'Holiday Inn Gurugram Sector 90']","Nice layout,and specious society.All amenities available.","['3 Wardrobe', '4 Fan', '1 Exhaust Fan', '1 Geyser', '6 Light', '4 AC', '1 Modular Kitchen', '1 Curtains', '1 Chimney', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"3 BHK Flatin Sector 62, Gurgaon",,  conscient heritage one,3.7,18537.07,1996.0,1896.0,3,3,servant room,"Conscient Heritage One Sector 62, Gurgaon",16,north-east,5 to 10 Year Old,"['Hong Kong Bazaar Mall', 'Radhakrishna Shani Mandir', 'Sanatan Dharm Mandir', 'Icici bank ATM', 'State bank ATM', 'pracksht hospital', 'Kriti Hospital', 'Anand Hospital Gurgaon', 'Vatsalya Clinic', 'Surgicare Hospital Gurgaon', 'HUDA Office Complex', 'Medisca', 'International Tech Park', 'SPAZE BUSINESS PARK', 'Intellion Park', 'Hdfc bank', 'Hdfc bank and atm', 'Pizza Hut', 'Madison and Pike', 'Unitech Business Park']","An excellent 3 bhk residential apartment is for sale in heritage one apartment sector 62, gurgaon. It is well designed and spacious 3 bhk flat and 3 spacious bathrooms. With servant room. It is quite airy and gets plenty of natural sun light. The flat has area of 1996 sq. Ft. It has granite marble f...","['4 Wardrobe', '10 Fan', '1 Exhaust Fan', '5 Geyser', '36 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"2 BHK Flatin Sector 108, Gurgaon",4.0,  experion the heartsong,1.45,11310.45,1282.0,978.23,2,3,servant room,"Experion The Heartsong Sector 108, Gurgaon",3,east,1 to 5 Year Old,"['Galleria 108 Mall', 'Dwarka Expressway', 'Central Peripheral Road', 'The Shikshiyan School', 'Manipal Hospital', 'Indira Gandhi International Airport', 'Vivanta New Delhi, Dwarka', 'SkyJumper Trampoline Park', 'Fun N Food Village']","Experion the heartsong is one of gurgaon's most sought after destination for apartments and this 2 bhk flat in sector 108 gurgaon is your opportunity to be a part of this community. The flat is north-East-Facing. Containing 2 bedroom(s), 3 bathrooms and 3 balconies, this flat is spread over a super ...","['4 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"3 BHK Flatin Sector 108, Gurgaon",4.0,  experion the heartsong,2.3,11482.78,2003.0,1500.29,3,4,servant room,"Experion The Heartsong Sector 108, Gurgaon",10,north,1 to 5 Year Old,"['Galleria 108 Mall', 'Dwarka Expressway', 'Central Peripheral Road', 'The Shikshiyan School', 'Manipal Hospital', 'Indira Gandhi International Airport', 'Vivanta New Delhi, Dwarka', 'SkyJumper Trampoline Park', 'Fun N Food Village']","This 3 bhk flat is located in experion the heartsong, which houses some of the most spacious flats in sector 108 gurgaon. The flat is north-East-Facing. The flat is over 2003 sq.Ft. Super built up area and comes with 3 bedroom(s), 4 bathrooms and more than 3 balconies. This flat lies on the 10th lev...","['5 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"3 BHK Flatin Sector 61, Gurgaon",3.6,  pioneer park,3.05,15250.0,2000.0,1800.0,3,3,pooja room,"Pioneer Park Sector 61, Gurgaon",19,west,1 to 5 Year Old,"['Sector 55-56 Rapid Metro', 'Hong Kong Bazaar', 'Golf Course Ext Rd', 'Gurugram University', 'Pathways School Gurgaon', 'W Pratiksha Hospital', 'Indira Gandhi International Airport', 'Duke Horse Riding Club', 'DLF Golf and Country Club', 'AIPL Business Club', 'Radisson Hotel Gurugram', 'SkyJumper Trampoline Park', 'PVR Drive In Theatre', 'Surajgarh Gurgaon']","Well maintained 3 bhk higher floor available for sale in pioneer park sector 61, good connectivity to golf course road , 2 reserved car parking , its a sun facing , garden facing , club facing unit, its a free hold property, more information please call me .","['1 Water Purifier', '5 Fan', '1 Exhaust Fan', '1 Geyser', '1 Stove', '10 Light', '1 Modular Kitchen', '1 AC', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Wardrobe', 'No Washing Machine']","['Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"3 BHK Flatin Sector 109, Gurgaon",4.2,  ats kocoon,2.1,12034.38,1745.0,1550.0,3,3,not available,"ATS Kocoon Sector 109, Gurgaon",15,north-east,1 to 5 Year Old,"['Jagdish Super Market', 'Dwarka', 'Euro International School', 'Gyaananda School', 'SCR Model School', 'Radha Krishan Mandir', 'ICICI BANK ATM, Annapurna MKT', 'ESIC Dispensary', 'IGIA Airport', 'Canara Bank New Palam Vihar', 'Gurgaon Gramin Bank', 'Daultabad Stadium', 'Bharat Petroleum Shree Shyam Filling', 'The Club, International City', 'Conscient One']","Situated in sector 109 gurgaon, ats kocoon is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in gurgaon is your opportunity to be a part of this community. This residential flat is north-East-Facing direction. The floor plan additionally contains 3 ...","['4 Fan', '1 Exhaust Fan', '3 Geyser', '5 Light', '1 Chimney', '1 Curtains', '4 AC', '1 Modular Kitchen', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
