,name,price,link
494,"4 Bedroom House in Block B Sushant Lok 3, Gurgaon",₹7.5 Cr,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-block-b-sushant-lok-3-gurgaon-2700-sq-ft-spid-T79997823
495,"12 Bedroom House in Sector 39, Gurgaon",₹3.9 Cr,https://www.99acres.com/12-bhk-bedroom-independent-house-villa-for-sale-in-sector-39-gurgaon-1080-sq-ft-spid-U79652471
496,"4 Bedroom House in Sector 4, Gurgaon",₹6.5 Cr,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-4-gurgaon-4500-sq-ft-spid-M80265073
497,"10 Bedroom House in Block M DLF phase 2, Gurgaon",₹12.5 Cr,https://www.99acres.com/10-bhk-bedroom-independent-house-villa-for-sale-in-block-m-dlf-phase-2-gurgaon-2700-sq-ft-spid-T80384483
498,"5 Bedroom House in Sector 49, Gurgaon",₹18 Cr,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sector-49-gurgaon-4500-sq-ft-spid-T80221815
500,"5 Bedroom House in DLF Phase 2, Gurgaon",₹10.95 Cr,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-2-gurgaon-2700-sq-ft-spid-Q79856947
501,"5 Bedroom House in DLF Phase 1, Gurgaon",₹11.15 Cr,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-1-gurgaon-2700-sq-ft-spid-F79841773
502,"3 Bedroom House in Sushant Lok Phase 1, Gurgaon",₹7.25 Cr,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-ansal-sushant-lok-plots-sushant-lok-phase-1-gurgaon-1935-sq-ft-r2-spid-R74139591
503,"3 Bedroom House in Block M South City 1, Gurgaon",₹1.9 Cr,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-block-m-south-city-1-gurgaon-540-sq-ft-spid-J79660017
504,"6 Bedroom House in Sector 46, Gurgaon",₹5 Cr,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-rwa-sector-46-sector-46-gurgaon-1449-sq-ft-spid-Q80047241
505,"5 Bedroom House in South City 1, Gurgaon",₹7.5 Cr,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-south-city-1-gurgaon-6000-sq-ft-spid-Y80260591
506,"40 Bedroom House in Gurgaon Masani, Gurgaon",₹3 Cr,https://www.99acres.com/40-bhk-bedroom-independent-house-villa-for-sale-in-masani-gurgaon-2700-sq-ft-spid-F80971973
507,"10 Bedroom House in Sector 39, Gurgaon",₹8.55 Cr,https://www.99acres.com/10-bhk-bedroom-independent-house-villa-for-sale-in-sector-39-gurgaon-5000-sq-ft-spid-H80701421
508,"7 Bedroom House in Sector 31, Gurgaon",₹9.05 Cr,https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-sector-31-gurgaon-2367-sq-ft-spid-G80611295
509,"12 Bedroom House in Sector 45, Gurgaon",₹11.99 Cr,https://www.99acres.com/12-bhk-bedroom-independent-house-villa-for-sale-in-sector-45-gurgaon-2367-sq-ft-spid-J79927829
510,"6 Bedroom House in Sector 39, Gurgaon",₹3 Cr,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-sector-39-gurgaon-900-sq-ft-spid-Y80418457
511,"3 Bedroom House in Sector 47, Gurgaon",₹2.7 Cr,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-47-gurgaon-648-sq-ft-spid-Q80401081
512,"3 Bedroom House in Sector 40, Gurgaon",₹3.5 Cr,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-40-gurgaon-900-sq-ft-spid-G79998329
513,"3 Bedroom House in Palam Vihar, Gurgaon",₹3.75 Cr,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-ansals-palam-vihar-palam-vihar-gurgaon-1557-sq-ft-spid-P79733927
514,"6 Bedroom House in Sector 45, Gurgaon",₹16.5 Cr,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-sector-45-gurgaon-4518-sq-ft-spid-C77617487
515,"4 Bedroom House in DLF Phase 5, Gurgaon",₹5.5 Cr,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dlf-exclusive-floors-dlf-phase-5-gurgaon-3240-sq-ft-spid-Q79273311
516,"6 Bedroom House in Sector 43, Gurgaon",₹4.85 Cr,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-sector-43-gurgaon-900-sq-ft-r2-spid-H77015437
517,"6 Bedroom House in Sector 39, Gurgaon",₹4.25 Cr,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-sector-39-gurgaon-1449-sq-ft-spid-Q79943867
519,"3 Bedroom House in Sector 89, Gurgaon",₹1.44 Cr,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-smart-world-gems-sector-89-gurgaon-1423-sq-ft-spid-H78621093
520,"5 Bedroom House in Sector 45, Gurgaon",₹4.1 Cr,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sector-45-gurgaon-900-sq-ft-spid-N80793443
521,"4 Bedroom House in DLF CITY, Gurgaon",₹12.75 Cr,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-garden-estate-dlf-city-gurgaon-4500-sq-ft-spid-Z80319163
522,"2 Bedroom House in Sector 102, Gurgaon",₹1.3 Cr,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-shapoorji-pallonji-joyville-gurugram-sector-102-gurgaon-951-sq-ft-spid-B79801601
523,"5 Bedroom House in Sector-33 Sohna, Gurgaon",₹10.5 Cr,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-central-park-flower-valley-sector-33-sohna-gurgaon-3150-sq-ft-spid-Y79824093
524,"6 Bedroom House in Palam Vihar, Gurgaon",₹7.5 Cr,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-ansals-palam-vihar-palam-vihar-gurgaon-3240-sq-ft-r7-spid-A62391648
525,"6 Bedroom House in Sector 45, Gurgaon",₹5.5 Cr,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-sector-45-gurgaon-1449-sq-ft-spid-O79933665
526,"6 Bedroom House in Sector 46, Gurgaon",₹5.5 Cr,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-sector-46-gurgaon-1449-sq-ft-spid-K79933241
527,"4 Bedroom House in Sector 82, Gurgaon",₹5.9 Cr,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vatika-signature-villas-sector-82-gurgaon-2160-sq-ft-spid-W79799165
528,"5 Bedroom House in Sector 42, Gurgaon",₹75 Cr,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-the-camellias-sector-42-gurgaon-8500-sq-ft-spid-H80287247
529,"16 Bedroom House in Sector 43, Gurgaon",₹20 Cr,https://www.99acres.com/16-bhk-bedroom-independent-house-villa-for-sale-in-sector-43-gurgaon-3285-sq-ft-spid-U79858093
530,"5 Bedroom House in Sector 72, Gurgaon",₹13 Cr,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-tata-primanti-sector-72-gurgaon-7500-sq-ft-r3-spid-H75317395
531,"5 Bedroom House in DLF Phase 1, Gurgaon",₹11.5 Cr,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-plots-dlf-phase-1-gurgaon-2520-sq-ft-spid-L80827667
532,"5 Bedroom House in DLF Phase 1, Gurgaon",₹19 Cr,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-plots-dlf-phase-1-gurgaon-4500-sq-ft-spid-J80827485
533,"6 Bedroom House in DLF Phase 3, Gurgaon",₹17 Cr,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-plots-phase-3-dlf-phase-3-gurgaon-4500-sq-ft-spid-A80827317
534,"5 Bedroom House in Block B Sushant Lok 3, Gurgaon",₹8.25 Cr,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-block-b-sushant-lok-3-gurgaon-2700-sq-ft-r1-spid-D78873309
535,"2 Bedroom House in Palam Vihar, Gurgaon",₹3.5 Cr,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-ansals-palam-vihar-palam-vihar-gurgaon-7650-sq-ft-spid-B79772651
536,"15 Bedroom House in DLF Phase 2, Gurgaon",₹13.5 Cr,https://www.99acres.com/15-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-2-dlf-phase-2-gurgaon-2700-sq-ft-spid-B80653757
537,"5 Bedroom House in Sector 66, Gurgaon",₹16 Cr,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-emaar-mgf-marbella-sector-66-gurgaon-6500-sq-ft-spid-L80983585
538,"5 Bedroom House in Sector 70, Gurgaon",₹4.7 Cr,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-tulip-ivory-sector-70-gurgaon-3850-sq-ft-spid-S80311415
539,"6 Bedroom House in Greenwood City, Gurgaon",₹14 Cr,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-greenwood-city-gurgaon-4500-sq-ft-spid-O79902115
540,"5 Bedroom House in Block Q South City 1, Gurgaon",₹3.5 Cr,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-block-q-south-city-1-gurgaon-540-sq-ft-r3-spid-N76405679
541,"6 Bedroom House in Sector 46, Gurgaon",₹3.65 Cr,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-sector-46-gurgaon-900-sq-ft-r1-spid-Y78515409
542,"4 Bedroom House in Pocket E Sector 2 Palam Vihar, Gurgaon",₹5.95 Cr,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-pocket-e-sector-2-palam-vihar-gurgaon-2430-sq-ft-spid-M80615219
543,"3 Bedroom House in Sector 67, Gurgaon",₹4.75 Cr,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-ireo-victory-valley-sector-67-gurgaon-2616-sq-ft-r1-spid-C78393285
544,"4 Bedroom House in Sector 49, Gurgaon",₹5 Cr,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-49-gurgaon-1575-sq-ft-spid-I80136481
545,"3 Bedroom House in Sector 99, Gurgaon",₹7.15 Cr,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-assotech-blith-sector-99-gurgaon-2583-sq-ft-spid-Y80595715
546,"7 Bedroom House in Sector 45, Gurgaon",₹10 Cr,https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-sector-45-gurgaon-3078-sq-ft-r1-spid-K62705252
547,"6 Bedroom House in Sector 45, Gurgaon",₹16.4 Cr,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-sector-45-gurgaon-4545-sq-ft-spid-W77650023
548,"9 Bedroom House in Sector 46, Gurgaon",₹5.6 Cr,https://www.99acres.com/9-bhk-bedroom-independent-house-villa-for-sale-in-rwa-sector-46-sector-46-gurgaon-1512-sq-ft-spid-M80620229
549,"4 Bedroom House in Sector 14, Gurgaon",₹6.5 Cr,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sector-14-gurgaon-2250-sq-ft-spid-Z80777479
550,"6 Bedroom House in Sector 45, Gurgaon",₹3.65 Cr,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-sector-45-gurgaon-100-sq-ft-spid-X80624677
551,"5 Bedroom House in Nirvana Country, Gurgaon",₹15.5 Cr,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-unitech-espace-nirvana-country-gurgaon-3240-sq-ft-spid-V80405897
553,"4 Bedroom House in Sector 49, Gurgaon",₹5 Cr,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-eros-rosewood-city-sector-49-gurgaon-1548-sq-ft-spid-K80145541
554,"3 Bedroom House in Rajendra Park, Gurgaon",₹94.5 Lac,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-rajendra-park-gurgaon-675-sq-ft-spid-E80957027
555,"4 Bedroom House in Sector 109, Gurgaon",₹9 Cr,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-international-city-by-sobha-phase-2-sector-109-gurgaon-3200-sq-ft-spid-P78479519
556,"5 Bedroom House in Sector 109, Gurgaon",₹15 Cr,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-international-city-by-sobha-phase-2-sector-109-gurgaon-5817-sq-ft-spid-J77906709
557,"4 Bedroom House in Sector 109, Gurgaon",₹8.5 Cr,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-international-city-by-sobha-phase-2-sector-109-gurgaon-4500-sq-ft-spid-U77910049
558,"5 Bedroom House in Nirvana Country, Gurgaon",₹9 Cr,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-nirvana-cedar-crest-nirvana-country-gurgaon-1800-sq-ft-spid-D80964277
559,"10 Bedroom House in Block-A, DLF City Phase 1, Gurgaon",₹35 Cr,https://www.99acres.com/10-bhk-bedroom-independent-house-villa-for-sale-in-block-a-dlf-city-phase-1-gurgaon-5376-sq-ft-spid-E80791899
560,"5 Bedroom House in Sector 103, Gurgaon",₹4.99 Cr,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-satya-the-hermitage-sector-103-gurgaon-7000-sq-ft-spid-C80699653
561,"4 Bedroom House in Sector 103, Gurgaon",₹4.98 Cr,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-satya-the-hermitage-sector-103-gurgaon-2700-sq-ft-r1-spid-J79094131
562,"3 Bedroom House in Sector 109, Gurgaon",₹7.1 Cr,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-international-city-by-sobha-phase-1-sector-109-gurgaon-2070-sq-ft-spid-V80595229
563,"9 Bedroom House in Nirvana Country, Gurgaon",₹15 Cr,https://www.99acres.com/9-bhk-bedroom-independent-house-villa-for-sale-in-nirvana-cedar-crest-nirvana-country-gurgaon-3240-sq-ft-spid-A80332607
564,"4 Bedroom House in A Block Sushant Lok Phase 1, Gurgaon",₹21 Cr,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-a-block-sushant-lok-phase-1-gurgaon-2700-sq-ft-spid-P80169317
565,"5 Bedroom House in DLF Cyber City, Gurgaon",₹12.25 Cr,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-cyber-city-gurgaon-3618-sq-ft-spid-G80146623
566,"5 Bedroom House in DLF Phase 4, Gurgaon",₹13 Cr,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-4-luxury-builder-floors-dlf-phase-4-gurgaon-3240-sq-ft-spid-U79992397
567,"9 Bedroom House in Sector 52, Gurgaon",₹7.35 Cr,https://www.99acres.com/9-bhk-bedroom-independent-house-villa-for-sale-in-ardee-city-sector-52-gurgaon-6300-sq-ft-r1-spid-F78951683
568,"4 Bedroom House in Sector 82, Gurgaon",₹6.7 Cr,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vatika-signature-villas-sector-82-gurgaon-3240-sq-ft-spid-T80086239
569,"6 Bedroom House in Sector 38, Gurgaon",₹2.4 Cr,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-sector-38-rwa-sector-38-gurgaon-540-sq-ft-spid-U80173603
570,"4 Bedroom House in Sector 70A, Gurgaon",₹6.82 Cr,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-bptp-visionnaire-sector-70a-gurgaon-5000-sq-ft-spid-T79909935
571,"3 Bedroom House in Sector 89, Gurgaon",₹1.45 Cr,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-smart-world-gems-sector-89-gurgaon-1423-sq-ft-spid-L78621007
572,"12 Bedroom House in Block C, Sushant Lok Phase 1, Gurgaon",₹27 Cr,https://www.99acres.com/12-bhk-bedroom-independent-house-villa-for-sale-in-ansal-block-c-sushant-lok-phase-1-gurgaon-3762-sq-ft-spid-L80515947
573,"5 Bedroom House in Sector 63, Gurgaon",₹12.5 Cr,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-anant-raj-manor-villas-sector-63-gurgaon-7500-sq-ft-spid-H80950479
574,"3 Bedroom House in Block N, New Palam Vihar Phase 1, Gurgaon",₹95 Lac,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-block-n-new-palam-vihar-phase-1-gurgaon-675-sq-ft-spid-P80529333
575,"4 Bedroom House in Nirvana Country, Gurgaon",₹9.25 Cr,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-unitech-espace-nirvana-country-gurgaon-2160-sq-ft-r4-spid-S64681888
576,"4 Bedroom House in Sector 26, Gurgaon",₹26 Cr,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-phase-1-sector-26-gurgaon-4518-sq-ft-spid-J80690485
578,"4 Bedroom House in Block H, DLF City Phase 1, Gurgaon",₹11.7 Cr,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-block-h-dlf-city-phase-1-gurgaon-2808-sq-ft-spid-B80741705
579,"4 Bedroom House in Sector 70A, Gurgaon",₹8 Cr,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-bptp-visionnaire-sector-70a-gurgaon-2610-sq-ft-spid-K80743241
580,"11 Bedroom House in Sushant Lok 2,Sector 55, Gurgaon",₹3.2 Cr,https://www.99acres.com/11-bhk-bedroom-independent-house-villa-for-sale-in-sushant-lok-2-sector-55-gurgaon-540-sq-ft-spid-M79726475
581,"3 Bedroom House in Sector 40, Gurgaon",₹3.1 Cr,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-40-gurgaon-900-sq-ft-spid-K80634667
582,"5 Bedroom House in Sector 49, Gurgaon",₹18 Cr,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-orchid-petals-sector-49-gurgaon-4500-sq-ft-spid-Z80513127
583,"4 Bedroom House in DLF CITY, Gurgaon",₹12.9 Cr,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-garden-estate-dlf-city-gurgaon-2700-sq-ft-spid-K80352041
584,"4 Bedroom House in DLF CITY, Gurgaon",₹13 Cr,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-garden-estate-dlf-city-gurgaon-2700-sq-ft-spid-K80349669
585,"5 Bedroom House in Nirvana Country, Gurgaon",₹15 Cr,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-unitech-escape-nirvana-country-gurgaon-3240-sq-ft-spid-B79879741
586,"27 Bedroom House in A Block Sushant Lok Phase 1, Gurgaon",₹14.5 Cr,https://www.99acres.com/27-bhk-bedroom-independent-house-villa-for-sale-in-a-block-sushant-lok-phase-1-gurgaon-3240-sq-ft-spid-U79627509
587,"3 Bedroom House in Sector 45, Gurgaon",₹3.5 Cr,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-45-gurgaon-900-sq-ft-spid-Q80929107
588,"8 Bedroom House in Sector 39, Gurgaon",₹4.7 Cr,https://www.99acres.com/8-bhk-bedroom-independent-house-villa-for-sale-in-sector-39-gurgaon-1557-sq-ft-spid-W80743387
589,"6 Bedroom House in Sector 46, Gurgaon",₹5.5 Cr,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-sector-46-gurgaon-1449-sq-ft-r2-spid-D76786759
590,"7 Bedroom House in Sector 52, Gurgaon",₹4.25 Cr,https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-sector-52-gurgaon-1053-sq-ft-spid-T80598549
591,"5 Bedroom House in Nirvana Country, Gurgaon",₹18.17 Cr,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-nirvana-country-gurgaon-4500-sq-ft-spid-L79835711
592,"5 Bedroom House in DLF Phase 1, Gurgaon",₹17 Cr,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-qutub-plaza-dlf-phase-1-gurgaon-502-sq-ft-spid-O79882349
593,"4 Bedroom House in Nirvana Country, Gurgaon",₹17 Cr,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-unitech-aspen-greens-nirvana-country-gurgaon-3000-sq-ft-spid-A80679531
594,"3 Bedroom House in Nirvana Country, Gurgaon",₹10.25 Cr,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-unitech-deerwood-chase-nirvana-country-gurgaon-1950-sq-ft-spid-Y80674281
595,"4 Bedroom House in Sector 17, Gurgaon",₹10.5 Cr,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-iffco-nagar-and-17b-rwa-sector-17-gurgaon-4518-sq-ft-spid-A80492399
596,"12 Bedroom House in Sector 50, Gurgaon",₹3.2 Cr,https://www.99acres.com/12-bhk-bedroom-independent-house-villa-for-sale-in-unitech-south-city-2-sector-50-gurgaon-540-sq-ft-spid-G79963389
597,"4 Bedroom House in Sector 57, Gurgaon",₹6.8 Cr,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-ansal-florence-super-sector-57-gurgaon-4000-sq-ft-spid-R80226963
599,"6 Bedroom House in DLF Phase 3, Gurgaon",₹13.95 Cr,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-3-gurgaon-4500-sq-ft-spid-R79841501
600,"3 Bedroom House in Sushant Lok Phase 3, Gurgaon",₹7.5 Cr,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sushant-lok-phase-3-gurgaon-2700-sq-ft-spid-M80402533
601,"16 Bedroom House in Galleria Market, Gurgaon",₹22 Cr,https://www.99acres.com/16-bhk-bedroom-independent-house-villa-for-sale-in-galleria-market-gurgaon-3240-sq-ft-r1-spid-I74366827
602,"4 Bedroom House in Uppals Southend, Gurgaon",₹5.6 Cr,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-ss-aaron-ville-uppals-southend-gurgaon-3200-sq-ft-spid-I80768503
603,"3 Bedroom House in Sector 9, Gurgaon",₹1.6 Cr,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sector-9-gurgaon-540-sq-ft-spid-S79547485
604,"5 Bedroom House in Sector 56, Gurgaon",₹3 Cr,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sector-56-gurgaon-4000-sq-ft-spid-P80963019
605,"4 Bedroom House in DLF Phase 4, Gurgaon",₹11 Cr,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dlf-galleria-dlf-phase-4-gurgaon-3240-sq-ft-spid-Z80962965
606,"9 Bedroom House in Galleria Market, Gurgaon",₹14.25 Cr,https://www.99acres.com/9-bhk-bedroom-independent-house-villa-for-sale-in-galleria-market-gurgaon-13500-sq-ft-spid-P80846913
607,"7 Bedroom House in DLF Phase 4, Gurgaon",₹14 Cr,https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-4-gurgaon-3240-sq-ft-spid-H79821223
608,"4 Bedroom House in Sector 65, Gurgaon",₹13.5 Cr,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-trump-tower-sector-65-gurgaon-4000-sq-ft-spid-H80153831
609,"4 Bedroom House in Rosewood City, Gurgaon",₹32 Cr,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-rosewood-city-gurgaon-975-sq-ft-spid-W80842757
610,"5 Bedroom House in Sector 63, Gurgaon",₹8.7 Cr,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-anant-raj-manor-villas-sector-63-gurgaon-6300-sq-ft-spid-S80826797
611,"5 Bedroom House in Sector 66, Gurgaon",₹18.5 Cr,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-emaar-mgf-marbella-sector-66-gurgaon-8300-sq-ft-spid-C80826259
612,"5 Bedroom House in Sector 66, Gurgaon",₹14.5 Cr,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-emaar-mgf-marbella-sector-66-gurgaon-6300-sq-ft-spid-V80826033
613,"4 Bedroom House in Sector 66, Gurgaon",₹12 Cr,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-emaar-mgf-marbella-sector-66-gurgaon-5000-sq-ft-spid-K80825781
614,"5 Bedroom House in Sector 109, Gurgaon",₹19 Cr,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-international-city-by-sobha-phase-1-sector-109-gurgaon-4500-sq-ft-r9-spid-V62634824
615,"5 Bedroom House in Sector 109, Gurgaon",₹14.6 Cr,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-international-city-by-sobha-phase-2-sector-109-gurgaon-3600-sq-ft-r9-spid-N63163334
616,"5 Bedroom House in Sector 109, Gurgaon",₹9.25 Cr,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-international-city-by-sobha-phase-2-sector-109-gurgaon-2430-sq-ft-spid-T80412987
617,"16 Bedroom House in Sector 45, Gurgaon",₹20 Cr,https://www.99acres.com/16-bhk-bedroom-independent-house-villa-for-sale-in-palm-floors-1-sector-45-gurgaon-4500-sq-ft-spid-Q80313067
618,"5 Bedroom House in Sector 73, Gurgaon",₹21 Cr,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-alameda-sector-73-gurgaon-4860-sq-ft-spid-R80312635
619,"2 Bedroom House in Sector 83, Gurgaon",₹95 Lac,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-vatika-emilia-floors-sector-83-gurgaon-925-sq-ft-spid-P80274375
620,"5 Bedroom House in South City 1, Gurgaon",₹6.25 Cr,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-ultra-luxury-builder-floor-south-city-1-gurgaon-1620-sq-ft-spid-I80271735
621,"6 Bedroom House in Sector 46, Gurgaon",₹3.8 Cr,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-sector-46-gurgaon-900-sq-ft-spid-P79835133
622,"2 Bedroom House in Sector 82, Gurgaon",₹1.2 Cr,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-vatika-aster-acacia-laurus-floors-sector-82-gurgaon-940-sq-ft-spid-G79656237
623,"3 Bedroom House in Anamika Enclave, Gurgaon",₹90 Lac,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-anamika-enclave-gurgaon-459-sq-ft-spid-M79819919
624,"5 Bedroom House in Sector 14, Gurgaon",₹6.75 Cr,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sector-14-gurgaon-2250-sq-ft-r4-spid-D65421700
625,"4 Bedroom House in Sector 48, Gurgaon",₹15 Cr,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vipul-tatvam-villa-sector-48-gurgaon-4500-sq-ft-spid-V80492195
626,"6 Bedroom House in Sector 50, Gurgaon",₹16 Cr,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-unitech-south-city-2-sector-50-gurgaon-5400-sq-ft-spid-X79818469
627,"4 Bedroom House in Sector 70A, Gurgaon",₹6.4 Cr,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-bptp-visionnaire-sector-70a-gurgaon-6000-sq-ft-spid-Y80549433
