,sector,propertyType,builtup,bedRooms,bathRooms,agePossesion,balcony,pooja room,servant room,study room,others,store room,luxCat,heightCat,Y
898,81,0.0,1328.0,3.0,2.0,3.0,2.0,1,0,0,0,0,1.0,1.0,1.8
899,102,0.0,686.25,2.0,2.0,3.0,1.0,0,0,0,0,0,0.0,3.0,1.4
900,47,1.0,4518.0,6.0,7.0,0.0,4.0,1,1,1,0,1,1.0,1.0,23.0
901,102,0.0,686.25,2.0,2.0,3.0,1.0,0,0,0,0,0,2.0,0.0,1.4
902,83,0.0,1520.0,3.0,3.0,3.0,1.0,0,1,0,0,0,1.0,2.0,2.75
903,28,1.0,4518.0,5.0,6.0,3.0,3.0,1,1,0,0,0,1.0,1.0,9.21
905,65,0.0,1464.0,3.0,3.0,3.0,4.0,0,1,1,0,0,1.0,1.0,3.3
906,53,0.0,2824.0,3.0,4.0,0.0,2.0,0,1,0,0,0,1.0,0.0,8.65
907,63,0.0,3265.7,4.0,4.0,1.0,4.0,0,1,0,0,0,2.0,1.0,5.5
908,25,1.0,4518.0,5.0,5.0,2.0,3.0,1,1,1,0,0,0.0,1.0,10.5
909,113,0.0,2048.0,3.0,4.0,3.0,4.0,0,1,0,0,0,2.0,2.0,3.5
910,102,0.0,1481.6,3.0,3.0,1.0,2.0,0,0,0,0,0,2.0,0.0,2.49
911,25,1.0,2700.0,5.0,6.0,3.0,4.0,1,1,1,1,0,0.0,1.0,13.0
912,53,1.0,4200.0,4.0,5.0,3.0,4.0,1,1,1,0,1,1.0,1.0,12.0
913,102,0.0,3865.8,4.0,5.0,3.0,4.0,1,1,0,0,0,2.0,2.0,5.8
914,40,1.0,4518.0,3.0,3.0,0.0,2.0,0,0,0,0,0,0.0,1.0,3.5
915,106,0.0,1408.0,3.0,4.0,3.0,2.0,0,1,1,0,0,2.0,2.0,1.75
916,57,1.0,4500.0,12.0,1.0,3.0,4.0,1,1,1,0,1,2.0,2.0,7.5
917,109,0.0,1400.0,3.0,3.0,3.0,2.0,0,0,0,0,0,2.0,2.0,1.99
918,106,0.0,2001.75,4.0,6.0,3.0,2.0,0,1,0,0,0,1.0,2.0,1.85
919,92,0.0,1976.25,4.0,4.0,3.0,4.0,0,1,0,0,0,1.0,0.0,2.88
920,60,0.0,1470.0,2.0,2.0,0.0,2.0,0,1,0,0,0,1.0,0.0,2.95
921,99,0.0,1597.6,3.0,5.0,3.0,2.0,0,1,1,0,0,2.0,2.0,2.0
922,108,0.0,1406.4,3.0,3.0,3.0,2.0,0,1,1,0,0,2.0,0.0,1.9
923,102,0.0,1620.0,3.0,4.0,3.0,4.0,0,1,1,0,0,1.0,2.0,2.5
924,104,0.0,2677.5,4.0,4.0,3.0,4.0,0,1,0,0,0,1.0,2.0,3.7
925,108,0.0,1035.75,2.0,2.0,3.0,3.0,0,0,0,0,0,1.0,1.0,2.65
926,46,1.0,2137.75,2.0,2.0,0.0,2.0,1,1,1,0,1,0.0,1.0,3.9
927,65,0.0,2051.6875,4.0,4.0,3.0,4.0,0,1,1,0,0,1.0,2.0,3.79
928,65,0.0,945.75,2.0,1.0,3.0,4.0,0,0,1,0,0,2.0,0.0,2.24
929,45,1.0,4518.0,7.0,7.0,3.0,4.0,0,0,0,1,0,2.0,1.0,4.15
930,66,0.0,2441.2,4.0,4.0,3.0,4.0,0,1,0,0,0,1.0,0.0,7.5
931,52,1.0,4350.0,5.0,5.0,3.0,4.0,1,1,1,0,1,2.0,1.0,4.55
932,110,0.0,2890.0,4.0,5.0,3.0,4.0,0,1,0,0,0,2.0,2.0,4.78
933,26,1.0,3850.0,3.0,3.0,2.0,2.0,0,0,0,0,0,0.0,1.0,6.5
934,83,1.0,925.0,2.0,2.0,0.0,2.0,0,0,0,0,0,0.0,1.0,1.05
935,81,0.0,1705.6,3.0,3.0,3.0,4.0,0,1,0,0,0,2.0,0.0,3.7
936,28,1.0,4500.0,13.0,14.0,3.0,4.0,0,1,0,0,0,0.0,2.0,11.5
937,110,0.0,3298.0,5.0,5.0,3.0,4.0,0,1,0,0,0,1.0,0.0,5.25
938,65,0.0,1462.4,3.0,3.0,3.0,4.0,0,0,0,0,0,0.0,0.0,3.32
939,92,0.0,1892.1,4.0,4.0,3.0,2.0,0,1,0,0,0,2.0,0.0,1.65
940,106,0.0,1024.5,2.0,2.0,1.0,2.0,0,0,0,0,0,2.0,0.0,2.1
941,7,1.0,3300.0,4.0,4.0,3.0,4.0,0,1,0,0,0,0.0,1.0,4.0
942,26,1.0,4509.0,4.0,4.0,0.0,2.0,1,1,1,1,0,1.0,1.0,8.85
943,109,1.0,6300.0,4.0,4.0,1.0,2.0,1,1,1,0,1,1.0,1.0,8.5
944,107,0.0,1024.5,2.0,2.0,0.0,4.0,0,0,0,1,0,2.0,3.0,1.36
945,26,1.0,4518.0,5.0,8.0,3.0,3.0,1,1,1,0,1,1.0,1.0,16.35
946,24,1.0,4350.0,5.0,7.0,0.0,4.0,1,1,1,0,0,0.0,1.0,12.25
947,50,1.0,4509.0,5.0,6.0,0.0,3.0,1,1,0,0,0,1.0,1.0,9.65
948,62,0.0,1964.0,3.0,4.0,0.0,4.0,0,1,1,0,0,1.0,0.0,6.0
949,69,0.0,2040.0,4.0,5.0,3.0,4.0,0,1,0,0,0,1.0,1.0,2.76
950,57,1.0,2700.0,4.0,4.0,2.0,3.0,1,1,1,0,1,0.0,1.0,7.35
951,91,0.0,1489.6,3.0,3.0,3.0,4.0,0,0,0,1,0,1.0,2.0,1.92
952,46,1.0,4518.0,9.0,11.0,3.0,2.0,1,1,0,1,0,0.0,1.0,12.5
953,50,0.0,2812.65,4.0,4.0,0.0,4.0,1,1,0,1,0,1.0,2.0,4.8
954,107,0.0,1554.4,3.0,3.0,3.0,2.0,0,0,0,0,0,2.0,2.0,1.75
955,58,0.0,1599.2,3.0,3.0,0.0,4.0,0,0,0,0,0,2.0,0.0,5.5
956,47,0.0,1621.6,3.0,4.0,2.0,4.0,0,1,0,0,0,2.0,2.0,3.25
957,47,1.0,4509.0,6.0,5.0,0.0,3.0,1,0,1,0,1,0.0,1.0,5.1
958,86,0.0,1544.0,3.0,3.0,3.0,3.0,0,0,0,0,1,1.0,1.0,2.32
959,24,1.0,4518.0,8.0,10.0,3.0,4.0,1,1,1,1,0,0.0,1.0,18.0
960,45,1.0,4509.0,6.0,6.0,3.0,3.0,1,1,1,0,1,1.0,1.0,9.25
961,65,0.0,1528.0,3.0,2.0,3.0,4.0,0,1,0,0,0,1.0,2.0,2.55
962,99,0.0,2843.25,4.0,4.0,1.0,4.0,0,1,0,0,0,1.0,2.0,4.2
963,37,0.0,1886.4,3.0,3.0,0.0,3.0,0,0,1,0,0,1.0,2.0,2.35
964,56,1.0,3900.0,4.0,3.0,2.0,2.0,0,0,1,0,0,0.0,1.0,7.7
965,48,1.0,1622.5,3.0,2.0,3.0,2.0,0,0,0,1,0,0.0,1.0,1.9
966,9,1.0,1622.5,3.0,3.0,3.0,4.0,0,0,0,0,1,1.0,1.0,1.6
967,66,0.0,1536.0,3.0,4.0,3.0,3.0,0,1,0,0,0,1.0,2.0,3.05
968,67,0.0,2282.25,4.0,5.0,0.0,2.0,0,1,0,0,0,1.0,2.0,4.25
969,50,0.0,1984.0,3.0,4.0,0.0,2.0,0,1,0,0,0,2.0,2.0,4.25
970,81,0.0,1248.0,3.0,3.0,0.0,1.0,0,0,0,0,1,1.0,0.0,1.4
971,46,1.0,4518.0,8.0,8.0,0.0,4.0,0,0,0,1,0,0.0,1.0,6.4
972,25,1.0,4518.0,4.0,5.0,2.0,3.0,1,1,0,0,1,2.0,1.0,10.6
973,25,0.0,1908.25,4.0,4.0,2.0,4.0,1,1,0,0,0,2.0,0.0,4.58
974,45,1.0,3924.0,9.0,9.0,2.0,4.0,0,0,0,0,1,2.0,1.0,8.65
975,56,1.0,4500.0,16.0,20.0,3.0,4.0,1,1,0,0,1,1.0,2.0,12.98
976,106,0.0,1408.0,3.0,4.0,3.0,2.0,0,1,0,0,0,1.0,0.0,1.65
977,84,0.0,1380.0,3.0,3.0,3.0,2.0,1,0,0,0,0,2.0,0.0,1.5
978,65,0.0,2383.2000000000003,3.0,3.0,3.0,4.0,0,1,1,0,0,1.0,0.0,7.05
979,109,1.0,4500.0,7.0,7.0,3.0,4.0,1,1,1,0,0,0.0,2.0,15.0
980,61,0.0,1554.4,3.0,4.0,0.0,2.0,0,1,1,0,0,0.0,2.0,4.15
981,102,0.0,1353.6,3.0,3.0,1.0,2.0,0,0,0,0,0,1.0,0.0,2.3
982,83,0.0,1376.0,3.0,3.0,3.0,2.0,0,1,0,0,0,1.0,2.0,2.25
983,99,0.0,1576.0,3.0,4.0,3.0,2.0,0,1,0,0,0,2.0,2.0,1.9
984,59,0.0,1676.0,3.0,3.0,1.0,0.0,0,1,0,0,0,1.0,0.0,4.75
985,110,1.0,3924.0,5.0,3.0,3.0,4.0,1,0,0,0,0,0.0,1.0,3.99
986,43,1.0,7200.0,10.0,12.0,0.0,4.0,0,0,0,0,0,1.0,2.0,25.0
987,41,1.0,3070.25,3.0,3.0,2.0,2.0,0,0,0,0,0,0.0,1.0,7.4
988,103,0.0,1110.75,2.0,2.0,3.0,4.0,0,0,0,1,0,1.0,2.0,1.41
989,43,1.0,4518.0,6.0,6.0,0.0,2.0,0,0,0,0,0,0.0,1.0,18.5
990,49,1.0,4200.0,6.0,6.0,2.0,3.0,0,1,0,0,0,1.0,1.0,5.2
992,48,0.0,1063.5,2.0,2.0,0.0,2.0,0,0,0,0,0,2.0,1.0,3.85
993,81,0.0,2401.25,4.0,5.0,3.0,2.0,0,1,0,0,0,1.0,2.0,4.9
994,37,0.0,2079.1,4.0,3.0,0.0,2.0,0,0,0,0,0,2.0,3.0,3.0
995,72,1.0,8500.0,4.0,4.0,1.0,4.0,1,1,1,0,1,2.0,1.0,16.8
996,70,0.0,1362.4,3.0,3.0,1.0,3.0,0,0,0,0,0,1.0,0.0,2.9
997,99,0.0,1554.4,3.0,3.0,3.0,4.0,0,0,0,0,0,1.0,2.0,1.87
998,65,0.0,1018.5,2.0,2.0,1.0,3.0,0,0,0,0,0,1.0,0.0,2.65
999,67,0.0,1886.4,3.0,4.0,3.0,2.0,0,1,0,0,0,1.0,2.0,4.6
1000,24,1.0,4518.0,4.0,6.0,2.0,4.0,1,1,1,0,0,0.0,1.0,11.0
1001,86,0.0,1544.0,3.0,3.0,0.0,4.0,1,1,0,0,0,1.0,2.0,2.03
1002,109,0.0,2068.0,3.0,4.0,3.0,4.0,0,1,0,0,0,2.0,2.0,3.2
1003,54,0.0,2218.5,4.0,4.0,0.0,4.0,0,1,0,0,0,1.0,0.0,9.0
1004,48,1.0,4520.88,5.0,5.0,3.0,4.0,1,0,1,0,0,0.0,1.0,12.5
1005,81,0.0,2406.35,4.0,4.0,3.0,2.0,0,1,0,0,0,2.0,2.0,4.9
1006,25,1.0,4509.0,5.0,5.0,3.0,4.0,1,1,1,0,1,1.0,1.0,18.25
1007,10,1.0,2461.25,3.0,3.0,3.0,3.0,0,0,0,0,0,2.0,1.0,2.25
1008,81,0.0,2128.0,3.0,4.0,3.0,4.0,0,1,0,0,0,1.0,2.0,3.59
1009,106,0.0,1410.0,2.0,2.0,3.0,2.0,0,0,0,0,0,0.0,2.0,2.15
1010,40,1.0,4860.0,10.0,10.0,0.0,4.0,1,0,0,0,0,0.0,1.0,9.0
1011,7,1.0,1622.5,3.0,3.0,3.0,3.0,0,0,0,0,0,0.0,1.0,1.5
1012,26,1.0,9198.0,4.0,6.0,0.0,4.0,1,1,1,0,1,2.0,1.0,50.0
1013,104,0.0,1960.0,3.0,4.0,3.0,2.0,0,1,0,0,0,1.0,2.0,3.6
1014,66,1.0,4500.0,5.0,8.0,3.0,4.0,1,1,1,0,1,1.0,1.0,20.0
1015,26,1.0,4500.0,6.0,6.0,0.0,4.0,1,1,1,1,0,0.0,1.0,5.8
1016,70,0.0,627.0,2.0,2.0,3.0,4.0,0,0,0,0,0,2.0,2.0,0.72
1017,89,1.0,3061.25,3.0,3.0,1.0,3.0,1,0,0,0,0,2.0,2.0,1.45
1018,81,0.0,1328.0,3.0,2.0,0.0,4.0,0,0,0,0,0,2.0,2.0,1.81
1019,60,0.0,1636.0,3.0,4.0,0.0,2.0,0,1,0,0,0,2.0,2.0,3.85
1020,102,0.0,1461.6,3.0,3.0,3.0,4.0,0,0,0,0,0,2.0,1.0,2.48
1021,68,0.0,945.0,2.0,2.0,3.0,1.0,0,0,0,0,1,0.0,0.0,1.7
1022,25,1.0,1980.0,5.0,6.0,3.0,4.0,1,1,1,1,0,0.0,1.0,9.5
1023,50,0.0,1162.5,2.0,2.0,0.0,4.0,0,0,1,0,0,1.0,2.0,2.55
1024,65,0.0,1462.4,3.0,3.0,1.0,4.0,1,1,1,1,0,2.0,0.0,3.42
1025,10,1.0,4259.0,9.0,9.0,3.0,3.0,0,0,1,0,1,2.0,1.0,4.5
1026,84,0.0,3610.8,4.0,4.0,3.0,4.0,1,1,1,0,1,2.0,0.0,4.65
1027,3,0.0,1083.0,2.0,2.0,3.0,1.0,0,0,0,0,0,0.0,2.0,1.4
1028,31,1.0,2616.0,2.0,2.0,0.0,0.0,0,0,0,0,1,0.0,1.0,4.75
1029,81,0.0,3570.0,4.0,6.0,0.0,4.0,0,1,1,0,0,2.0,2.0,5.35
1030,103,0.0,937.5,2.0,2.0,3.0,1.0,0,0,0,0,0,1.0,2.0,1.4
1031,65,0.0,1643.2,3.0,3.0,3.0,2.0,0,1,0,0,0,2.0,1.0,3.8
1032,102,0.0,1511.2,3.0,4.0,0.0,4.0,0,1,0,0,0,2.0,2.0,2.5
1033,102,0.0,3865.8,4.0,4.0,3.0,4.0,1,1,0,0,0,2.0,2.0,5.9
1034,72,0.0,2805.0,4.0,5.0,0.0,4.0,0,1,0,0,0,1.0,2.0,5.75
1035,102,0.0,1351.2,3.0,3.0,3.0,2.0,0,0,0,1,0,2.0,2.0,2.25
1036,86,0.0,2002.6,4.0,4.0,3.0,4.0,1,1,0,0,0,2.0,1.0,2.38
1037,83,0.0,1386.4,3.0,3.0,0.0,4.0,0,0,0,0,0,2.0,3.0,1.95
1038,112,0.0,1661.6,3.0,3.0,3.0,4.0,1,0,1,0,0,2.0,0.0,4.65
1039,65,0.0,1632.0,3.0,3.0,1.0,4.0,0,1,0,0,0,2.0,2.0,3.68
1040,49,1.0,4518.0,4.0,6.0,3.0,4.0,1,1,0,0,1,2.0,2.0,5.8
1041,102,0.0,2063.2000000000003,3.0,3.0,3.0,4.0,0,1,1,0,0,1.0,1.0,3.3
1042,1,1.0,1773.0,6.0,6.0,3.0,3.0,0,0,0,0,0,0.0,1.0,4.25
1043,109,0.0,1396.0,3.0,3.0,3.0,3.0,0,0,0,0,0,1.0,2.0,2.35
1044,26,1.0,4518.0,4.0,4.0,2.0,3.0,1,1,1,0,1,1.0,1.0,30.0
1045,50,1.0,3300.0,1.0,1.0,3.0,1.0,0,0,0,1,0,0.0,1.0,11.9
1046,45,1.0,4518.0,5.0,7.0,3.0,3.0,1,1,1,0,1,1.0,1.0,16.0
1047,109,0.0,1680.0,3.0,4.0,3.0,4.0,0,1,0,0,0,1.0,0.0,3.0
1048,107,0.0,1150.5,2.0,2.0,3.0,4.0,0,0,1,0,0,1.0,0.0,1.43
1049,23,1.0,1467.0,4.0,5.0,3.0,4.0,1,0,0,0,0,2.0,1.0,5.35
1050,66,0.0,1560.0,3.0,3.0,0.0,2.0,0,1,0,0,0,1.0,2.0,3.8
1051,17,1.0,4518.0,4.0,4.0,2.0,3.0,1,1,1,0,0,2.0,2.0,10.55
1052,7,1.0,4200.0,4.0,3.0,0.0,2.0,1,1,1,0,0,0.0,1.0,3.3
1053,37,0.0,1440.0,3.0,3.0,3.0,2.0,0,0,0,0,0,1.0,2.0,1.54
1054,26,1.0,4500.0,6.0,6.0,2.0,4.0,1,1,1,1,0,0.0,1.0,4.8
1055,70,1.0,2911.25,3.0,3.0,3.0,2.0,0,0,0,0,0,2.0,1.0,1.4
1056,43,1.0,7317.0,11.0,10.0,0.0,4.0,1,1,1,0,1,1.0,2.0,25.0
1057,25,1.0,4500.0,6.0,7.0,0.0,4.0,1,1,1,0,1,1.0,1.0,14.95
1058,1,1.0,4500.0,6.0,6.0,3.0,2.0,0,0,0,0,1,1.0,1.0,3.99
1059,89,0.0,1400.0,3.0,3.0,1.0,2.0,0,0,0,0,1,2.0,2.0,2.13
1060,57,1.0,4518.0,15.0,15.0,3.0,4.0,0,0,0,0,1,0.0,1.0,7.5
1061,1,1.0,4824.0,5.0,5.0,2.0,4.0,1,1,0,0,1,1.0,1.0,13.0
1062,102,0.0,3865.8,4.0,4.0,3.0,4.0,1,1,0,0,0,1.0,2.0,5.6
1063,65,0.0,5410.25,4.0,6.0,3.0,4.0,1,1,1,0,1,1.0,0.0,16.0
1064,47,1.0,4509.0,6.0,7.0,3.0,4.0,1,1,1,0,1,1.0,1.0,15.25
1065,89,0.0,1203.75,2.0,2.0,1.0,4.0,1,1,0,0,1,1.0,0.0,1.63
1066,106,0.0,1038.75,2.0,2.0,3.0,2.0,0,0,0,1,0,2.0,2.0,1.45
1067,65,0.0,1643.2,3.0,3.0,3.0,4.0,0,1,0,0,0,0.0,0.0,3.78
1068,57,1.0,4200.0,4.0,4.0,0.0,2.0,1,0,1,0,0,0.0,1.0,7.75
1069,69,0.0,1262.4,3.0,3.0,0.0,4.0,1,0,0,0,0,1.0,2.0,2.5
1070,107,0.0,1888.8,3.0,4.0,3.0,2.0,1,1,0,0,0,1.0,2.0,2.0
1071,60,0.0,2380.0,4.0,4.0,3.0,4.0,0,1,0,0,0,1.0,0.0,5.65
1072,67,0.0,1113.0,2.0,2.0,1.0,4.0,0,0,1,0,1,1.0,2.0,2.05
1073,70,0.0,3272.5,5.0,6.0,1.0,4.0,0,1,0,0,0,0.0,0.0,4.8
1074,41,1.0,4500.0,3.0,3.0,1.0,3.0,1,0,1,0,0,2.0,2.0,3.5
1075,90,0.0,2009.4,4.0,4.0,3.0,4.0,1,1,0,0,0,2.0,0.0,2.5
1076,65,0.0,1600.0,3.0,4.0,1.0,4.0,0,1,0,0,0,2.0,0.0,3.65
1077,112,0.0,5376.25,5.0,6.0,3.0,4.0,1,1,0,0,0,2.0,1.0,8.15
1078,89,0.0,827.25,2.0,2.0,1.0,4.0,0,0,0,0,1,1.0,2.0,1.22
1079,7,1.0,4350.0,4.0,4.0,2.0,2.0,1,0,0,0,0,0.0,1.0,2.25
1080,33,0.0,1554.4,3.0,3.0,0.0,2.0,0,0,1,0,0,0.0,2.0,2.3
1081,54,1.0,4509.0,5.0,6.0,3.0,3.0,1,1,0,0,0,1.0,1.0,9.65
1082,70,1.0,4509.0,4.0,5.0,1.0,2.0,1,1,1,0,0,0.0,1.0,6.3
1083,1,1.0,4680.0,6.0,5.0,2.0,4.0,1,1,1,0,0,0.0,1.0,10.5
1084,45,1.0,4500.0,5.0,6.0,3.0,3.0,1,1,0,0,0,1.0,1.0,8.0
1085,46,1.0,2585.0,3.0,4.0,2.0,2.0,1,1,0,0,0,0.0,1.0,3.0
1086,81,0.0,1020.0,2.0,2.0,3.0,4.0,0,0,0,0,0,2.0,2.0,1.52
1087,107,0.0,1024.5,2.0,2.0,3.0,4.0,0,0,0,0,0,1.0,2.0,1.28
1088,81,0.0,2707.25,4.0,5.0,3.0,2.0,0,1,0,0,0,1.0,2.0,4.1
1089,43,1.0,4500.0,16.0,18.0,1.0,4.0,1,1,1,1,0,0.0,2.0,18.0
1090,50,0.0,1063.5,2.0,2.0,0.0,2.0,1,0,0,0,0,1.0,2.0,2.25
1091,37,0.0,1862.35,4.0,4.0,3.0,3.0,0,1,0,0,0,2.0,0.0,2.65
1092,104,1.0,459.0,2.0,2.0,1.0,1.0,1,0,1,0,1,0.0,1.0,0.54
1093,54,0.0,2383.2000000000003,3.0,3.0,2.0,4.0,0,1,0,0,0,1.0,0.0,8.0
1094,82,0.0,1439.2,3.0,3.0,3.0,3.0,0,0,0,0,0,1.0,2.0,2.9
1095,48,1.0,2610.0,3.0,3.0,2.0,4.0,0,1,0,0,0,2.0,1.0,8.0
1096,84,0.0,1512.0,3.0,3.0,3.0,2.0,1,0,0,0,0,2.0,2.0,1.9
1097,49,1.0,4500.0,4.0,4.0,0.0,4.0,0,1,0,0,1,2.0,1.0,5.0
1098,37,0.0,1340.0,3.0,3.0,3.0,3.0,0,0,0,0,0,2.0,2.0,1.44
1099,92,1.0,1197.0,2.0,2.0,1.0,3.0,0,0,1,1,0,1.0,2.0,1.03
1100,59,0.0,2076.0,3.0,3.0,1.0,4.0,0,1,1,0,0,1.0,2.0,6.1
1101,109,1.0,4509.0,4.0,6.0,1.0,4.0,1,1,1,0,1,1.0,1.0,8.51
1102,65,0.0,1462.4,3.0,3.0,0.0,4.0,0,0,0,1,0,1.0,2.0,3.25
1103,106,0.0,1038.75,2.0,2.0,3.0,4.0,0,0,0,0,0,1.0,2.0,1.36
1104,70,0.0,1560.0,3.0,5.0,1.0,2.0,0,1,0,0,0,2.0,2.0,2.45
1105,41,1.0,4500.0,5.0,7.0,3.0,3.0,1,1,1,0,1,1.0,1.0,14.0
1106,106,0.0,1601.6,3.0,4.0,3.0,4.0,0,1,0,0,0,2.0,2.0,3.2
1107,103,0.0,1432.0,3.0,3.0,3.0,2.0,0,0,1,0,0,2.0,1.0,1.8
1108,48,0.0,1332.0,3.0,3.0,0.0,2.0,0,1,0,0,0,1.0,2.0,3.15
1109,68,0.0,933.75,2.0,2.0,3.0,2.0,0,0,0,0,0,2.0,0.0,1.5
1110,65,0.0,3208.0,3.0,3.0,3.0,4.0,1,1,1,0,1,1.0,0.0,9.5
1111,50,0.0,1501.6,3.0,4.0,3.0,2.0,0,1,0,0,0,1.0,2.0,2.7
1112,104,0.0,1960.0,3.0,4.0,3.0,4.0,0,1,0,0,0,0.0,2.0,3.4
1114,37,0.0,1420.0,3.0,3.0,3.0,1.0,0,0,0,0,0,0.0,1.0,1.7
1115,109,0.0,2588.25,4.0,5.0,3.0,4.0,0,1,0,0,0,1.0,0.0,4.18
1116,81,0.0,1682.4,3.0,4.0,3.0,4.0,0,1,0,0,0,2.0,2.0,3.75
1117,49,0.0,1713.6,4.0,3.0,0.0,3.0,1,0,0,0,0,2.0,1.0,2.9
1118,7,1.0,4500.0,4.0,3.0,2.0,3.0,0,0,0,0,0,0.0,1.0,1.35
1119,46,1.0,4509.0,4.0,4.0,2.0,4.0,0,0,0,1,0,0.0,1.0,3.62
1120,81,0.0,2441.2,4.0,4.0,3.0,2.0,0,1,0,0,0,2.0,0.0,4.9
1121,59,0.0,2441.2,4.0,5.0,3.0,4.0,0,1,0,0,0,0.0,2.0,8.75
1122,102,0.0,1351.2,3.0,3.0,3.0,2.0,0,0,0,0,0,2.0,1.0,2.4
1123,109,0.0,1396.0,3.0,3.0,3.0,2.0,0,0,0,0,0,1.0,0.0,2.3
1124,59,0.0,2076.0,3.0,3.0,3.0,3.0,1,1,0,0,0,0.0,2.0,6.25
1125,109,1.0,4500.0,5.0,6.0,1.0,3.0,0,1,1,0,0,0.0,1.0,18.0
1126,23,1.0,4350.0,5.0,5.0,2.0,4.0,0,1,0,0,0,2.0,1.0,9.95
1127,23,1.0,4518.0,4.0,4.0,3.0,4.0,1,1,1,0,1,2.0,1.0,16.5
1128,23,1.0,4200.0,6.0,4.0,2.0,3.0,0,1,0,0,1,1.0,1.0,6.5
1129,82,1.0,1271.0,3.0,3.0,3.0,3.0,0,0,0,1,0,0.0,1.0,1.7
1130,72,0.0,2469.25,4.0,5.0,3.0,4.0,1,1,1,0,0,0.0,0.0,5.3
1131,89,0.0,1720.0,3.0,4.0,1.0,4.0,0,1,0,0,0,2.0,2.0,2.48
1132,110,0.0,3298.0,5.0,5.0,3.0,4.0,0,1,0,0,0,0.0,0.0,5.6
1133,52,1.0,5908.5,11.0,11.0,1.0,4.0,0,1,0,0,0,0.0,2.0,3.95
1134,26,1.0,2700.0,3.0,4.0,0.0,3.0,1,1,1,0,1,1.0,1.0,7.85
1135,81,0.0,2441.2,4.0,4.0,3.0,2.0,0,1,0,0,0,2.0,2.0,4.9
1136,65,0.0,945.75,2.0,2.0,3.0,4.0,0,0,0,0,0,2.0,1.0,2.33
1137,82,0.0,1961.8,4.0,4.0,3.0,4.0,0,1,0,0,0,2.0,2.0,3.75
1138,50,0.0,1501.6,3.0,4.0,2.0,2.0,0,1,0,0,0,0.0,2.0,2.7
1139,26,1.0,4500.0,6.0,6.0,0.0,4.0,1,0,0,0,0,0.0,1.0,5.6
1140,24,1.0,4421.5,12.0,10.0,3.0,3.0,0,0,0,0,0,1.0,1.0,15.5
1141,22,1.0,4518.0,7.0,7.0,0.0,4.0,1,0,1,0,1,1.0,1.0,5.75
1142,54,1.0,4518.0,6.0,7.0,3.0,2.0,1,1,1,0,1,1.0,1.0,17.0
1143,49,0.0,2177.7,4.0,4.0,0.0,2.0,0,1,0,0,0,2.0,2.0,4.25
1144,56,1.0,4518.0,8.0,6.0,0.0,4.0,1,1,1,0,1,2.0,1.0,8.5
1145,104,0.0,2677.5,4.0,4.0,3.0,4.0,1,1,0,0,0,1.0,2.0,3.55
1146,50,0.0,1303.2,3.0,2.0,0.0,4.0,0,1,1,0,0,1.0,2.0,2.5
1147,4,1.0,5850.0,4.0,4.0,1.0,4.0,0,0,1,0,0,0.0,1.0,7.25
1148,85,0.0,3357.5,4.0,6.0,3.0,4.0,0,1,0,0,0,2.0,2.0,4.74
1149,84,0.0,1534.4,3.0,3.0,3.0,2.0,0,0,0,1,0,1.0,0.0,2.1
1150,50,1.0,5400.0,6.0,6.0,0.0,4.0,0,1,0,0,0,1.0,1.0,16.0
1151,17,1.0,3300.0,3.0,3.0,2.0,2.0,1,1,1,0,1,2.0,1.0,7.0
1152,1,1.0,4200.0,4.0,4.0,0.0,4.0,0,0,0,0,0,0.0,1.0,4.1
1153,83,0.0,1388.0,3.0,3.0,0.0,2.0,0,0,0,0,0,1.0,0.0,2.0
1154,37,0.0,1152.0,3.0,3.0,1.0,2.0,0,0,0,0,0,2.0,1.0,1.75
1155,99,0.0,2448.0,4.0,4.0,3.0,2.0,0,1,0,0,0,1.0,0.0,2.4
1156,102,0.0,1320.0,3.0,3.0,3.0,2.0,0,1,0,0,0,1.0,2.0,1.9
1157,92,0.0,1596.0,3.0,4.0,3.0,4.0,1,1,1,1,0,0.0,2.0,2.38
1158,33,1.0,4518.0,5.0,6.0,3.0,4.0,1,1,1,0,1,2.0,1.0,15.0
1159,109,0.0,1496.8000000000002,3.0,3.0,3.0,2.0,0,0,0,0,0,1.0,2.0,1.8
1160,58,0.0,2434.4,4.0,5.0,0.0,3.0,0,1,0,0,0,1.0,2.0,7.85
1161,84,0.0,1068.75,2.0,2.0,3.0,4.0,0,0,0,0,0,2.0,0.0,1.36
1162,1,1.0,4518.0,9.0,9.0,3.0,3.0,0,0,0,1,0,2.0,1.0,6.75
1163,65,0.0,945.75,2.0,2.0,1.0,4.0,0,0,0,0,0,2.0,2.0,2.33
1164,46,1.0,900.0,4.0,3.0,3.0,1.0,0,0,0,1,0,0.0,1.0,0.9
1165,15,1.0,2911.25,3.0,3.0,0.0,1.0,1,1,0,0,0,0.0,1.0,9.2
1166,26,1.0,4500.0,5.0,5.0,0.0,3.0,0,1,0,0,0,2.0,1.0,7.5
1167,72,0.0,2805.0,4.0,5.0,3.0,4.0,0,1,0,0,0,2.0,2.0,6.0
1168,60,0.0,1636.0,3.0,4.0,3.0,2.0,0,1,0,0,0,1.0,2.0,4.1
1169,54,1.0,4509.0,5.0,6.0,0.0,4.0,1,1,0,0,1,1.0,1.0,29.0
